Symbol,Name,Open,Last,"Prev Open",Previous,"Open 2D Ago","Last 2D Ago","1M MA","1M High","1M Low",Volume,"Prev Vol","5D Avg Vol","1M Avg Vol"
NRG,"NRG Energy",32.53,33.18,33.04,32.53,33.57,33.18,31.67,34.4,28.22,1666800,2015300,1927100,2132491
NSC,"Norfolk Southern Corp",213.11,213.13,214.5,212.56,214.3,215.87,215.71,222.82,208.17,1219400,1349000,1017100,1172591
NTAP,"Netapp Inc",46.91,46.7,47.3,46.8,48.22,47.25,44.92,48.94,40.46,1665900,1660500,1926980,1977027
NTES,"Netease Inc Ads",88.26,87.57,88.1,88.24,88.08,88.37,90.21,96.6,85.04,2086200,1497200,2052000,2127345
NTRS,"Northern Trust Corp",85.81,85.76,85.13,85.77,86.5,85.76,81.89,90.46,74.03,896600,1823100,990200,816891
NUE,"Nucor Corp",48.11,49.9,48.72,48.44,49.39,48.51,47.48,50.33,44.05,2056400,1866500,1921560,1763495
NVDA,"Nvidia Corp",540.9,534.44,545,540.99,543.34,545.82,540.25,573.94,480.56,7244300,5489900,6396420,11295854
NVR,"NVR Inc",4281.42,4135.03,4385,4244.75,4450,4399.77,4212.85,4530,3823.31,24900,21600,25240,18955
NWL,"Newell Rubbermaid Inc",17.61,17.87,17.56,17.55,17.97,17.68,17.53,18.31,16.56,1239600,1231600,1334640,1675673
NWS,"News Cp Cl B",13.86,13.87,13.68,13.86,13.8,13.8,14.05,14.8,13.54,253000,226000,275400,414009
NWSA,"News Cp Cl A",13.96,13.92,13.79,13.95,13.85,13.85,14.13,14.88,13.61,1233400,1391900,1278000,1900341
NXPI,"Nxp Semiconductors",136.06,134.89,137.93,135.86,137.67,135.21,131.58,145.15,117.25,1512800,1681800,1491220,2141818
O,"Realty Income Corp",59.55,60.09,59.01,59.68,59.15,59.1,61.26,64.61,58.36,1089300,1885800,2008800,2101327
ODFL,"Old Dominion Freight Line Inc",197.14,196.16,199.19,196.28,198.48,199.12,192.43,205.11,179.82,586200,587500,544720,727550
OKE,"Oneok Inc",28.6,30.67,28.63,28.43,28.8,28.92,27.68,30.8,23.28,5223300,3035200,3965820,4300313
OMC,"Omnicom Group Inc",51.8,51.58,51.29,51.5,51.45,51.15,51.19,53.89,48,2132600,2136400,1809320,1813223
ORCL,"Oracle Corp",59.44,59.69,59.34,59.67,59.92,59.75,60,61.83,58.29,8900601,10114800,8527740,8567750
ORLY,"O'Reilly Automotive",464.51,457.13,469.02,466,467.19,469.42,457.63,475.38,437.35,449000,351400,432480,455882
OTIS,"Otis Worldwide Corp [Otis/I]",63.99,63.24,64.25,63.72,64.68,64.39,63.76,66,60.2,4980300,1082600,1748180,1645250
OXY,"Occidental Petroleum Corp",9.7,10.17,9.86,9.66,9.92,10.07,10.29,11.34,9.23,25194100,22783301,21339359,23674035
PAYC,"Paycom Software Inc",377.03,377.33,396,376.07,383.14,384.68,342.84,397.51,265.71,336600,389200,315760,472232
PAYX,"Paychex Inc",82.7,83.99,82.34,82.62,82.41,82.28,80.96,84.74,75.08,1168200,1187300,1218920,1674291
PBCT,"People's United Finl",10.58,11.33,10.52,10.56,10.51,10.52,10.5,11.35,9.73,7784000,2663300,3905640,3739386
PCAR,"Paccar Inc",92.02,91.69,90.09,90.91,91.38,90.34,87.73,92.48,80.41,1730000,2538600,2542460,1590646
PDD,"Pinduoduo Inc ADR",90,87.77,90.26,90.23,85.44,89.07,79,93.19,69.89,5894800,6400400,5781840,6793186
PEAK,"Healthpeak Properties Inc",27.39,28.47,27.04,27.41,26.83,27.09,27.59,29.3,25.51,3721100,3579300,3637580,3130173
PEG,"Public Service Enterprise Group Inc",59.67,60.87,59.78,59.52,59.78,59.89,56.87,60.89,51.66,1571400,2199200,1956480,2140350
PEP,"Pepsico Inc",139.8,139.61,139.68,139.6,141,139.71,138.44,144.11,129.85,2908000,2560000,3303800,4513468
PFE,"Pfizer Inc",37.08,37.43,37.35,37.08,37.87,37.49,36.72,38.85,35.52,18235500,18012199,25714340,20550531
PG,"Procter & Gamble Company",141.49,141.45,142.49,143.25,145.61,142.48,140.76,145.87,135.71,4502700,5649600,6194560,5733937
PGR,"Progressive Corp",93.35,94.39,94.85,93.6,96.42,94.59,95.71,102.05,90.89,1918200,2098500,2045360,2042282
PH,"Parker-Hannifin Corp",223.27,225.35,223.57,222.39,222.37,223.57,212.34,226.77,192.25,522500,620400,823140,691959
PHM,Pultegroup,44.11,42.64,46.88,45.24,46.88,46.98,46.73,49.7,42.07,6129300,4187700,3840200,2520623
PKG,"Packaging Corp of America",117.59,118.19,116.82,117.71,118.4,116.53,112.71,120.71,102.76,283100,444400,441400,540923
PKI,Perkinelmer,124.1,125.2,123.65,123.38,123.1,123.35,124.27,134.39,116.27,846600,548400,757540,869945
PLD,"Prologis Inc",102.93,102.8,102.91,102.65,104.93,103.53,102.92,109.11,94.76,1639800,1922200,1889800,2247491
PM,"Philip Morris International Inc",74.76,74.86,73.93,73.82,77.75,73.33,76.58,79.89,73.3,4732900,7273500,5823460,4463937
PNC,"PNC Bank",110.87,115.32,112.02,110.64,110.98,112.06,110.92,117.22,101.58,1824800,1281600,1772980,1964582
PNR,"Pentair Ltd",51.2,51.68,51.61,51.18,50.74,51.25,47.95,52.87,44.07,1073400,1343400,1389000,1098818
PNW,"Pinnacle West Capital Corp",83.66,85.73,82.29,83.69,82.27,82.33,79.11,85.91,70.4,1137500,1025600,794220,869527
POOL,"Pool Corp",365.99,350.26,358.89,355.97,353.64,355.63,338.49,371.17,304.43,511400,411700,352560,732841
PPG,"PPG Industries",134.65,133.7,134.97,134.03,135.56,134.63,128.72,138.4,116.95,1128100,1208200,1358460,1414318
PPL,"PPL Corp",27.83,28.43,27.99,27.9,27.95,28.07,27.92,29.34,25.47,3912200,4018900,3811500,3800073
PRGO,"Perrigo Company",45.07,45.48,45.94,44.85,46.09,46.16,45.64,47.74,44.28,981900,785500,783980,721395
PRU,"Prudential Financial Inc",65.81,67.92,65.99,66.14,66.54,66.22,65.41,69.39,60.16,1422300,1527600,1405340,2075514
PSA,"Public Storage",232.79,235.11,233.05,233.01,232.17,233.12,228.54,237.5,212.48,439000,670900,821080,716105
PSX,"Phillips 66",48.68,50.01,48.88,48.72,49.37,49.59,51.69,55.82,47.55,3408500,3798300,3460280,3032118
PVH,"Phillips-Van Heusen Corp",61.62,64.98,61.29,61.42,62.56,61.59,62.65,68.48,58.34,912100,848300,978520,1078918
PWR,"Quanta Services",61.7,61.12,62.26,61.57,62.04,63.04,57.55,64.14,50.08,1146900,1651800,1394900,1332200
PXD,"Pioneer Natural Resources Company",78.47,83,82.5,78.44,82.75,83.53,87.11,92.96,76.58,5712800,4633400,3516560,1819373
PYPL,"Paypal Holdings",211.9,203.93,208.3,213.07,201.14,201.96,197.11,215.83,179.6,12384800,17247100,10146020,7791586
QCOM,"Qualcomm Inc",129.51,128.38,128.04,128.55,129.18,128.3,122.33,132.42,109.24,3894700,4343900,5008920,7029623
QRVO,"Qorvo Inc",135.42,135,135.8,135.26,135.62,135.65,132.9,140.69,123.08,599700,799800,757840,1044986
R,"Ryder System",50.27,51.3,50.46,49.98,49.7,50.31,46.19,51.65,40.32,299800,475100,377920,436282
RCL,"Royal Caribbean Cruises Ltd",61.1,63.39,61.56,60.69,60.8,61.79,63.9,72.11,57.85,6300500,3869200,5804420,7178563
RE,"Everest Re Group",205.76,207.04,200.96,205.47,199.69,199.84,201.09,207.76,193.02,263200,298100,203400,239259
REG,"Regency Centers Corp",37.16,38.18,37.31,37.14,37.41,37.5,38.44,40.93,35.99,684900,520700,654360,882755
REGN,"Regeneron Pharmaceuticals",566.04,575.73,577.53,572.4,582,576.63,582.66,619.97,551,467000,493900,709180,1187695
RF,"Regions Financial Corp",12.82,13.8,12.95,12.79,12.75,12.94,12.2,13.82,10.6,15865200,9093200,10868141,8461178
RHI,"Robert Half International Inc",55.63,56.32,56.19,55.32,56.01,56.3,55.27,58.98,50.77,1861800,837500,1023000,785550
RJF,"Raymond James Financial",78.51,80.45,78.75,78.6,79.46,78.81,75.91,80.57,67.66,495500,462400,433260,574482
RL,"Ralph Lauren Corp",75.43,77.11,73.24,75.01,75.2,73.51,72.27,77.48,66.85,1070800,755900,859500,1192823
RMD,"Resmed Inc",179.13,182.82,179.79,179.13,179.75,179.43,174.14,183.55,165.92,403200,285200,393460,490232
ROK,"Rockwell Automation Inc",237.82,239.33,240.54,236.82,245.67,240.98,233.09,251.95,210.74,594800,730100,605520,564555
ROL,"Rollins Inc",59.37,59.45,59.9,59.21,59.44,59.75,56.67,60.72,52.12,878500,654400,891480,890905
ROP,"Roper Industries",421.73,427.52,422.66,421.46,426.16,422.87,410.01,438.32,380.07,408500,361900,483120,466109
ROST,"Ross Stores Inc",92.06,93.16,92.04,92.17,91.96,92.18,93.98,99.86,85.12,1889400,1624300,2257620,1702764
RSG,"Republic Services",91.67,91.77,92.03,91.67,92.71,92.28,93.12,95.58,91.13,675900,766600,730760,997750
RTX,"Raytheon Technologies Corp",60.23,62.8,60.42,60.35,61.98,61.24,59.57,62.97,56.34,6984800,5647100,6850760,6760914
SBAC,"SBA Communications",308.19,294.01,304.35,307.27,309.01,306.61,311.25,322.57,293.68,955300,324000,452540,528909
SBUX,"Starbucks Corp",88.02,89.36,88.38,88.27,88.68,88.51,87.51,91.1,81.92,4256900,4119200,4693540,5748259
SCHW,"The Charles Schwab Corp",38.92,40.13,39.13,38.93,39.19,39.13,37.44,40.26,33.96,10093700,7673000,10822520,15661368
SEE,"Sealed Air Corp",40.96,41.16,41.24,41.08,41.81,41.04,40.46,43.37,36.27,679200,780400,1326140,1234095
SGEN,"Seattle Genetics Inc",198.42,200.66,198.23,197.71,197.85,198.02,197.34,213.94,174.48,617200,402800,599020,816755
SHW,"Sherwin-Williams Company",676.24,678,675,674.07,687.5,674.93,690.28,715.34,668.97,286600,511000,410200,438182
SIRI,"Sirius XM Holdings",6.01,5.99,5.83,5.86,5.82,5.8,5.63,6.03,4.95,31408299,32505000,26708480,26960186
SIVB,"Svb Financial Group",277.96,285.06,274.07,277.4,274.51,275.95,258.17,289.26,221.55,705700,187900,305080,284523
SJM,"J.M. Smucker Company",114.5,115.63,113.49,114.4,115.81,114.12,115.85,120.93,108.15,692200,1162300,809480,668686
SLB,"Schlumberger N.V.",15.06,15.3,15.36,15.01,15.24,15.49,15.8,17.62,14.52,15936000,18537500,22686320,15923168
SLG,"SL Green Realty Corp",47.03,46.72,46.14,46.08,46.3,46.47,47.83,53.42,42.67,1295200,1311600,1165720,1194773
SNA,"Snap-On Inc",167.45,169.45,154.89,155.27,156.39,154.93,152.79,169.99,138.94,1903000,636200,812700,479509
SNPS,"Synopsys Inc",228.41,225.17,225.83,227.45,225.95,226.4,218.64,232.74,196.46,632700,658300,562740,628214
SO,"Southern Company",58.85,60.56,58.22,58.87,58.26,58.6,56.81,60.62,52.01,4962600,3900500,3895720,3922341
SPG,"Simon Property Group",64.01,66.35,64.12,64.21,64.89,64.46,66.11,72.63,59.6,2899100,3137900,3294080,3806286
SPGI,"S&P Global Inc",337.58,337.25,342.51,337.91,340.33,340.15,352.16,368.14,334.31,1001900,691000,913320,777459
SPLK,"Splunk Inc",214.94,219.46,210,211.67,209.49,211.55,200.52,222.19,173.03,2995600,3390000,2355440,1778423
SRE,"Sempra Energy",129.63,132.28,129.78,129.3,129.01,129.68,123.39,132.49,112.33,1135000,1199900,1238760,1201923
STE,"Steris Corp",186.59,188.19,186.23,185.95,186.87,186.34,180.8,192.97,164.19,216300,181100,204080,388209
STT,"State Street Corp",64.24,65.6,64.25,64,65,64.58,62.76,67.75,56.63,1696500,1831700,2204540,1949391
STX,"Seagate Tech Ord Shs",51.3,51.79,52.05,51.69,52.49,51.89,50.24,53,46.89,3944100,3478100,3143900,2594196
STZ,"Constellation Brands Inc",179.07,178.4,180,179.64,182.5,180.33,183.64,191,177.7,1035100,619300,813500,1028259
SWK,"Stanley Black & Decker Inc",176.31,178.01,175.21,174.39,175.58,175.7,169.8,180.26,155,1159600,754000,894260,925414
SWKS,"Skyworks Solutions",150.91,149.73,152.62,150.39,152.66,152.45,148.56,158.61,131.94,903400,858600,1003220,1550568
SYF,"Synchrony Financial",27.25,27.96,27.52,26.86,28.06,27.61,27.49,29.99,24.2,5008400,6723700,6480340,4769354
SYK,"Stryker Corp",221.46,224.64,221.59,220.9,222.13,220.8,214.92,227.39,196.75,971000,607600,753180,926527
SYY,"Sysco Corp",64.08,65.21,64.54,63.8,65.2,64.58,64.33,69.27,58.94,1793000,1495600,1961700,2274205
T,"AT&T Inc",27.83,28.28,26.77,26.72,26.99,26.76,28.01,29.16,26.54,89399695,47749098,52038520,40455090
TAP,"Molson Coors Brewing Company",34.58,35.3,34.41,34.59,35.06,34.7,34.61,37.06,32.11,1481700,1864000,1560720,2409709
TCOM,"Trip.com Group Ltd",30.02,30.74,30.12,30.04,30.22,30.08,30.74,33.23,27.32,3492800,3458300,3017520,3910423
TDG,"Transdigm Group Inc",484.49,493.07,491.8,482.91,490,493.39,486.15,511.44,467.91,220200,307600,344160,376650
TDY,"Teledyne Technologies Inc",330.36,336.84,340,328.6,336.56,339.46,320.69,344.85,301.76,152600,302000,216360,172791
TEL,"Te Connectivity Ltd",106.46,106.29,106.07,105.9,107.29,106.02,102.35,109.27,90.88,2237600,1416700,1679260,1547041
TER,"Teradyne Inc",92.75,90.94,88,92.07,87.68,87.94,83.35,93.17,74.71,2175500,3533700,2205680,1637000
TFC,"Truist Financial Corp",41.8,43.45,41.72,41.9,42.02,42.09,40.44,43.62,34.86,3894100,5700300,4435640,5415300
TFX,"Teleflex Inc",359.07,368.22,361.78,359.06,363.19,361.8,350.05,372.62,324.89,179700,165200,215640,198932
TGT,"Target Corp",163.07,159.6,165.75,163.29,164.95,164.87,160.38,167.42,150.1,3646800,3033800,3350180,2821750
TIF,"Tiffany & Company",123.09,122.65,122.69,122.8,122.5,122.28,118.57,123.58,115.14,792700,938500,1078580,1036218
TJX,"TJX Companies",55.17,56.02,54.95,54.98,55.45,54.93,56.18,59.16,51.8,3190000,4170900,4951180,5187700
TMO,"Thermo Fisher Scientific Inc",471.69,481.99,475,468.76,461.27,465.26,450.8,485,412.8,1454600,2212900,1413880,1131104
TMUS,"T-Mobile US",112.77,111.64,112.67,112.42,113.9,113.07,114.34,123.42,108.15,3603200,3029600,3235580,4014332
TPR,"Tapestry Inc",20.6,21.85,20.48,20.48,20.26,20.48,18.06,21.91,15.23,6915500,6496100,5962040,5401305
TRV,"The Travelers Companies Inc",123.32,126.14,118.5,125,115.58,118.11,112.86,126.86,105.67,2266800,2965200,2073080,1565218
TSCO,"Tractor Supply Company",142.09,137.02,150.18,149.12,151.63,149.7,145.69,157.07,136.1,4412200,1243000,2063540,1367073
TSLA,"Tesla Inc",441.92,425.79,422.7,422.64,431.75,421.94,426.04,465.9,351.3,39730902,32370400,34564219,48425363
TSN,"Tyson Foods",58.92,59.44,57.62,59.17,58.86,57.86,58.88,61.33,56.27,2100500,3395000,2104920,2345804
TT,"Trane Technologies Plc",129.49,130.46,128.42,128.87,128.59,128.73,126.17,132.26,117.13,694100,1048300,921700,920859
TTWO,"Take-Two Interacti",164.28,163.29,165.75,164.55,166.7,164.44,164.72,172,157.82,1386800,782600,1244360,1082982
TWTR,"Twitter Inc",50,50.28,48.97,50.24,45.55,46.35,46.13,50.53,42.59,18275600,30719602,16276820,17906996
TXN,"Texas Instruments",146.82,148.22,149.1,146.13,151.79,150.83,146.36,155.88,134.12,3167000,6700500,4522500,3873314
TXT,"Textron Inc",34.55,34.86,34.7,34.53,35.87,34.98,35.86,37.66,33.76,788600,947500,950160,1112136
TYL,"Tyler Technologies",396.63,399.01,397.98,396.88,396.26,396.25,372.53,404.23,331.14,327300,156600,181360,203805
UA,"Under Armour Inc Cl C",12.19,12.43,11.85,12.11,11.69,11.78,10.77,12.45,9.39,4503400,4035500,4185000,3541518
UAA,"Under Armour",14.05,14.18,13.6,13.94,13.37,13.47,12.33,14.2,10.75,6294600,9057101,7490420,6523868
UAL,"United Airlines Holdings Inc",35.9,37.24,35.91,35.54,36.16,36.06,35.36,37.8,31.22,24690400,16092601,22533080,24000172
UDR,"United Dominion Realty Trust",32.44,32.78,32.32,32.42,32.47,32.32,33.62,35.97,31.61,1660500,1517000,1780920,2007486
UHS,"Universal Health Services",112.46,112.13,112.14,111.88,111.12,112.72,109.01,120.01,99.47,471700,353800,399600,560068
ULTA,"Ulta Beauty Inc",233.87,236,233.14,232.85,237.09,232.73,230.6,245.69,212.06,653400,633500,670860,723009
UNH,"Unitedhealth Group Inc",322.32,325.73,323.41,322.79,326.62,323.41,316.88,333.7,289.64,2099900,2139000,2400620,2613595
UNM,"Unumprovident Corp",18.72,19.64,18.64,18.77,18.76,18.68,18.03,19.68,15.79,1972600,2499800,2000340,1942982
UNP,"Union Pacific Corp",193.99,187.14,200.05,199.48,206.55,206.78,200.87,210.95,185.83,7578600,4141200,3745960,2714455
UPS,"United Parcel Service",174.36,172.99,176.43,172.73,173.14,174.88,170.75,178.01,157.99,3897300,4428700,3489080,3564236
URI,"United Rentals",186.54,185.4,188.44,186.87,189.6,189.32,185.47,203.57,159.01,686400,551900,657940,826018
USB,"U.S. Bancorp",38.77,40.48,39.01,38.82,39.31,39.21,37.69,40.55,34.17,6358000,4911800,5746460,6246073
V,"Visa Inc",199.34,197.99,197.83,198.43,197.55,197.7,200.57,207.97,193.13,4907900,6067200,6448480,6457632
VAR,"Varian Medical Systems",172,171.73,171.93,171.86,171.8,171.8,171.87,172.8,170.95,760100,739300,877240,1139768
VFC,"V.F. Corp",73.09,73.96,72.68,72.75,72.35,72.37,73.74,79,66.95,2939800,2440100,3146120,2160386
VIAC,"Viacomcbs Inc Cl B",28.7,29.1,27.46,28.47,27.42,27.46,28.42,30.19,26.99,9178899,9283000,10136939,9336045
VLO,"Valero Energy Corp",40.17,41.28,40.27,40.54,39.75,40.7,42.32,47.45,38.42,6560200,5592100,5375980,4984764
VMC,"Vulcan Materials Company",144.13,144.83,144.56,144.7,146.92,145.45,141.29,153.88,125.6,513300,607800,645200,952355
VNO,"Vornado Realty Trust",32.22,33.7,32.57,32.14,33.13,32.83,34.2,37.18,31.36,2343900,1548800,1922280,1534291
VRSK,"Verisk Analytics Inc",189.82,188.88,189.23,189.18,189.57,190.36,186.08,195.1,175.37,364900,510200,422360,559495
VRSN,"Verisign Inc",206.02,207.86,204.46,205.56,204.06,203.96,206.13,218.02,198.96,649000,512500,459040,484368
VRTX,"Vertex Pharmaceutic",210.37,210.08,215.88,211.38,222,214.54,253.9,280.99,208.23,2380300,2775600,3565560,2400668
VTR,"Ventas Inc",41.38,42.86,41.32,41.15,41.66,41.67,42.94,45.45,39.14,2040300,2811000,2599880,2349641
VZ,"Verizon Communications Inc",56.93,57.33,57.11,56.75,57.54,57.25,58.8,60.14,56.51,16635600,21498199,17254279,14551240
WAB,"Wabtec Corp",62.4,62.42,62.98,62.1,62.79,63.16,62.82,66.05,59.28,1173400,828700,855020,956691
WAT,"Waters Corp",215.6,221.98,214.46,214.9,211.44,213.08,202.73,222.64,187.31,366000,436200,356320,343177
WBA,"Walgreens Boots Alliance",37.53,37.51,37.37,37.39,37.15,37.49,36.38,38.22,34.52,4081500,3708500,5450540,6409687
WDAY,"Workday Inc",224.43,220.85,225.91,224.31,230.79,224.43,222.21,236.84,204.16,637300,1349300,1274740,1549259
WDC,"Western Digital Cp",42.09,42.94,41.78,42.06,40.9,41.41,38.46,43.77,35.29,6096700,6871200,10995660,7193377
WEC,"Wisconsin Energy Corp",100.87,101.8,100.83,101.09,100.87,100.63,98.48,102.11,92.76,741400,935700,1089660,1028791
WELL,"Welltower Inc",53.58,55.25,53.71,53.71,53.49,54.09,54.92,58.57,51.22,4269100,2102800,2570300,2612155
WFC,"Wells Fargo & Company",22.66,23.25,22.82,22.7,22.73,22.81,23.76,25.74,22.51,32035600,29528299,35375980,37201805
WHR,"Whirlpool Corp",203.76,193.8,201.35,196.83,201.9,199.93,192.11,207.3,173.63,2620500,1061700,1142160,811232
WLTW,"Willis Towers WT",209.21,209.56,208.85,209.37,214.83,209.4,209.72,219.3,194.71,442600,360600,586800,824845
WM,"Waste Management",114.28,115.77,113.9,114.17,114.75,114.31,114.16,117.6,110.25,1324300,1007900,1306340,1300986
WMB,"Williams Companies",19.26,20.31,19.64,19.3,19.46,19.69,19.63,20.97,18.31,7531800,8004900,7942360,9221859
WMT,"Wal-Mart Stores",144.19,143.55,143.84,144.4,144.11,143.9,141.53,146.6,135.07,4447300,4371400,4838040,6922445
WRB,"W.R. Berkley Corp",65.08,66.01,63.48,65.11,61.87,63.22,62.07,66.32,58.84,864200,1253500,862900,611373
WRK,"Westrock Company",40.25,40.4,40.01,40.32,41.42,40.12,37.18,42.04,32.01,1603900,4034200,3357700,2966773
WST,"West Pharmaceutical Services",285.05,279.41,287.2,284.42,286.85,286.98,283.72,303.14,261.05,539600,336000,376920,421436
WU,"Western Union Company",21.74,22.23,21.68,21.71,21.84,21.66,21.8,22.65,21.05,2835600,2995400,2721800,3180300
WY,"Weyerhaeuser Company",29.88,29.11,30.08,29.86,29.68,30.11,28.99,30.54,26.51,4677100,4301100,4036620,3645273
WYNN,"Wynn Resorts Ltd",75.23,76.43,72.01,72.85,70.16,72.44,72.67,77.74,68.79,4011400,2532100,3382080,3526359
XEL,"XCEL Energy Inc",71.55,71.41,71.53,71.53,72.04,71.53,70.95,74.41,65.81,2035200,1842700,2493940,2209273
XLNX,"Xilinx Inc",113.01,113.04,114.94,111.3,116.09,114.73,109.3,123.78,96.71,3089100,3781600,3275560,3178695
XOM,"Exxon Mobil Corp",33.18,34.86,33.51,33.16,33.66,33.7,34.12,35.95,32.21,31782600,28619301,25945020,25649359
XRAY,"Dentsply Sirona Inc",47,48.34,44.71,45.67,45.11,44.71,44.65,50.44,41.52,2428600,910000,1071960,871218
XRX,"Xerox Corp",19.58,19.89,19.58,19.54,19.96,19.61,19.35,20.62,17.35,1454500,2132100,1975180,2213086
XYL,"Xylem Inc",91.13,90.86,91.48,90.77,91.2,91.48,87.57,93.14,80.95,1261300,883700,1041920,802841
YUM,"Yum! Brands",99.66,99.85,97.29,99.07,97.87,97.28,94.74,100.75,89.12,1336800,1060500,1375900,1461682
ZBH,"Zimmer Biomet Holdings",142.56,143.05,141.23,141.82,143.37,141.9,141.22,150.09,129.15,1047400,510800,785980,866068
ZBRA,"Zebra Technologies",293.8,300.91,295.29,291.86,293.24,294.83,274.72,301.33,247.31,321600,233000,266360,295809
ZION,"Zions Bancorp",30.25,32.25,30.33,30.06,31.58,30.52,30.34,32.5,27.55,2436600,1875800,2055560,1629050
ZM,"Zoom Video Communications Cl A",521.78,520.54,535.88,513.19,572.33,537.02,500.9,588.84,457.69,8088900,9215399,11668260,11383796
ZTS,"Zoetis Inc Cl A",161.37,162.38,159.5,161.18,160.28,159.69,162.53,168.96,156.53,878700,1456700,1476620,1625127
"Downloaded from Barchart.com as of 10-22-2020 06:54pm CDT"
